name;alternate_url;id;from;to;employer_name;schedule;employment;experience;key_skills
Техник-электрик;https://hh.ru/vacancy/31287573;31287573;86000;86000;Спектр;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Электрические системы и слаботочные системы'}]
Программист C# / SQL;https://hh.ru/vacancy/31566631;31566631;92000;126000;ПрофИнфоТех;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'C#'}, {'name': 'MS SQL'}, {'name': 'Developer Express'}, {'name': '.NET Framework'}, {'name': 'WPF'}]
IOS App Developer;https://hh.ru/vacancy/30905833;30905833;207000;207000;Риал Тайм Технологии;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'iOS'}, {'name': 'Swift'}, {'name': 'Objective-C'}]
Экономист ПЭО;https://hh.ru/vacancy/30712684;30712684;40000;40000;Априори;Полный день;Полная занятость;От 1 года до 3 лет;[]
Senior Yii/Yii2 developer/Разработчик PHP Yii (г. Санкт-Петербург, г. Севастополь);https://hh.ru/vacancy/30658205;30658205;120000;200000;ITGLOBAL.COM;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'PHP'}, {'name': 'Yii'}, {'name': 'yii2'}, {'name': 'developer'}, {'name': 'Git'}, {'name': 'Hypersonic Sql'}, {'name': 'PostgreSQL'}, {'name': 'MySQL'}, {'name': 'Ajax'}, {'name': 'pjax'}]
Senior Yii/Yii2 developer/Разработчик PHP Yii (офис Санкт-Петербург, Севастополь);https://hh.ru/vacancy/31029777;31029777;120000;200000;ITGLOBAL.COM;Удаленная работа;Полная занятость;От 1 года до 3 лет;[{'name': 'PHP'}, {'name': 'Yii'}, {'name': 'yii2'}, {'name': 'developer'}, {'name': 'Git'}, {'name': 'Hypersonic Sql'}, {'name': 'PostgreSQL'}, {'name': 'MySQL'}, {'name': 'Ajax'}, {'name': 'pjax'}]
Руководитель отдела организационного развития;https://hh.ru/vacancy/31307941;31307941;80000;92000;ГК «РОСОХРАНА»;Полный день;Полная занятость;Более 6 лет;[{'name': 'Аналитический склад ума'}, {'name': 'внимание к деталям'}, {'name': 'рациональный скептицизм'}, {'name': 'Грамотная речь'}]
Бухгалтер-кассир;https://hh.ru/vacancy/31565127;31565127;40000;40000;АВТОДОМ - Санкт-Петербург, автоцентр;Сменный график;Проектная работа;От 1 года до 3 лет;[]
ИТ-специалист (внедрение ERP, предметная область HR);https://hh.ru/vacancy/31293048;31293048;70000;70000;Информконтакт;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Oracle Pl/SQL'}, {'name': 'SQL'}, {'name': 'MS SQL Server'}, {'name': 'внедрение информационных систем'}]
Менеджер отдела запасных частей;https://hh.ru/vacancy/31561093;31561093;46000;69000;Колор Лайн;Полный день;Полная занятость;От 1 года до 3 лет;[]
Бухгалтер на первичную документацию;https://hh.ru/vacancy/31560265;31560265;40000;46000;Невские Машины;Гибкий график;Полная занятость;От 1 года до 3 лет;[]
Экономист-операционист;https://hh.ru/vacancy/30639779;30639779;40000;40000;Априори;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Открытие и закрытие счетов'}, {'name': 'Работа с юридическими лицами'}]
Кассир;https://hh.ru/vacancy/31559162;31559162;46000;46000;Рыбацкое Дело;Полный день;Полная занятость;Нет опыта;[]
Менеджер по работе с поставщиками (Supplier Relations manager);https://hh.ru/vacancy/31561905;31561905;46000;46000;IQ Орtiоn Sоftwаre;Полный день;Полная занятость;Нет опыта;[{'name': 'Английский язык'}, {'name': 'MS Excel'}, {'name': 'Procurement'}, {'name': 'Деловая переписка'}]
Java-программист;https://hh.ru/vacancy/30812629;30812629;130000;130000;Отраслевой центр разработок и внедрения информационных систем / ОЦРВ;Полный день;Полная занятость;От 1 года до 3 лет;[]
Бухгалтер отдела учета услуг, ОС и ТМЦ;https://hh.ru/vacancy/31561771;31561771;60000;60000;СГК-2;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '1С: Бухгалтерия'}, {'name': 'Бухгалтерский учет'}, {'name': 'Первичная бухгалтерская документация'}, {'name': 'Налоговая отчетность'}, {'name': 'Пользователь ПК'}, {'name': '1C: Бухгалтерия'}, {'name': 'Основные средства'}, {'name': 'Грамотная речь'}]
Инженер-экономист;https://hh.ru/vacancy/31549304;31549304;35000;50000;НИЦ Радиотехники;Полный день;Полная занятость;От 1 года до 3 лет;[]
Технический специалист (кейтеринг);https://hh.ru/vacancy/31564719;31564719;55000;60000;Столичный кейтеринг;Полный день;Полная занятость;От 1 года до 3 лет;[]
Ведущий экономист по управленческой отчетности;https://hh.ru/vacancy/30115115;30115115;0;57000;Объединенные машиностроительные заводы;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Управленческая отчетность'}, {'name': 'Бухгалтерская отчетность'}, {'name': 'МСФО'}]
Инженер по планированию производства;https://hh.ru/vacancy/31564191;31564191;57000;57000;Ключевые Системы и Компоненты;Полный день;Полная занятость;От 1 года до 3 лет;[]
Помощник руководителя ИТ;https://hh.ru/vacancy/31129151;31129151;0;64000;REDMOND;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Первичная бухгалтерская документация'}, {'name': 'Делопроизводство'}, {'name': '1C: Бухгалтерия'}, {'name': 'Электронный документооборот'}, {'name': 'Деловое общение'}]
Оператор ПК/оператор 1С;https://hh.ru/vacancy/30218668;30218668;38000;44000;УК Грандо;Сменный график;Полная занятость;От 1 года до 3 лет;[{'name': '1С: Бухгалтерия и склад'}, {'name': '1С: Торговля и склад'}]
Специалист по эксплуатации;https://hh.ru/vacancy/31482276;31482276;40000;52000;УК Грандо;Полный день;Полная занятость;От 1 года до 3 лет;[]
Программист 3D графики (Mac и консоли);https://hh.ru/vacancy/31560053;31560053;115000;115000;Elverils.LLC;Полный день;Полная занятость;От 3 до 6 лет;[]
