id	name	url	vac_type	from	to	employer_name	schedule	employment	experience	key_skills	bad
31217647	Senior Developer C++/QT	https://hh.ru/vacancy/31217647	C/C++	180000	180000	Транзас	Полный день	Полная занятость	От 3 до 6 лет	C++, Qt, Scrum, JavaScript, Python, Cmake, Boost, Thrift, BitBucket, Jenkins, Ubuntu, Windows	
30506765	Разработчик С++/Qt	https://hh.ru/vacancy/30506765	C/C++	138000	138000	Специальный Технологический Центр	Полный день	Полная занятость	От 3 до 6 лет	C++, QML, Qt	
31192987	Программист C/C++	https://hh.ru/vacancy/31192987	C/C++	40000	107000	СевенТест, НТЦ	Гибкий график	Полная занятость	От 3 до 6 лет		
31412376	Программист С++/Qt	https://hh.ru/vacancy/31412376	C/C++	80000	80000	AirNet	Полный день	Полная занятость	От 1 года до 3 лет	C/C++, Linux, Qt	
29370938	Разработчик C	https://hh.ru/vacancy/29370938	C/C++	86000	126000	НИИ МАСШТАБ	Полный день	Полная занятость	От 3 до 6 лет	Linux, GDB, C/C++, Networking	
30368343	Инженер-программист (Qt/С++)	https://hh.ru/vacancy/30368343	C/C++	86000	86000	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет		
29441481	Программист С++/Qt	https://hh.ru/vacancy/29441481	C/C++	80000	161000	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет	C++, Qt, Linux, windows, STL	
30417414	Программист C/С++	https://hh.ru/vacancy/30417414	C/C++	80000	80000	«АНТ» ГРУППА КОМПАНИЙ	Полный день	Полная занятость	От 3 до 6 лет		
31404073	Программист С++	https://hh.ru/vacancy/31404073	C/C++	63000	98000	Tools For Brokers	Полный день	Полная занятость	От 1 года до 3 лет	C++, STL, Boost, MetaTrader, Multithread Programming	
30368287	Инженер-программист Qt/C++ ( Junior )	https://hh.ru/vacancy/30368287	C/C++	75000	75000	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет		
30652250	Программист С++	https://hh.ru/vacancy/30652250	C/C++	69000	69000	Институт телекоммуникаций	Полный день	Полная занятость	От 3 до 6 лет		
31452205	Ведущий инженер-программист (C/C++)	https://hh.ru/vacancy/31452205	C/C++	287000	287000	Авалон Технолоджис	Гибкий график	Полная занятость	От 3 до 6 лет		
31329538	Программист C/С++	https://hh.ru/vacancy/31329538	C/C++	69000	115000	Решение	Полный день	Полная занятость	От 1 года до 3 лет		
29634697	Инженер-программист C++ (QT)	https://hh.ru/vacancy/29634697	C/C++	92000	92000	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет	C++, HTML, Linux, Windows 7, Qt, Git	
26791165	Инженер-программист С++ (навигационное ПО)	https://hh.ru/vacancy/26791165	C/C++	200000	200000	Транзас	Полный день	Полная занятость	От 3 до 6 лет	Python, Design Patterns, Linux, Windows, C++	
30965572	Программист C/С++	https://hh.ru/vacancy/30965572	C/C++	115000	115000	Специальный Технологический Центр	Полный день	Полная занятость	От 3 до 6 лет		
24812039	Программист C/С++	https://hh.ru/vacancy/24812039	C/C++	80000	115000	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет	C++, Linux	
31339278	Программист С++	https://hh.ru/vacancy/31339278	C/C++	69000	149000	Тракт	Полный день	Полная занятость	От 1 года до 3 лет	Multithread Programming, C++	
30563810	Старший инженер-программист С++	https://hh.ru/vacancy/30563810	C/C++	140000	140000	Транзас	Гибкий график	Полная занятость	От 3 до 6 лет	C++, Qt, Git, GUI, Python	
31588318	Программист С++	https://hh.ru/vacancy/31588318	C/C++	100000	100000	ДЖИ-ТИ ИНВЕСТ	Полный день	Полная занятость	От 3 до 6 лет	Qt	
31280217	Системный программист C/C++	https://hh.ru/vacancy/31280217	C/C++	69000	69000	Кванттелеком	Полный день	Полная занятость	От 3 до 6 лет		
31626566	Программист С++	https://hh.ru/vacancy/31626566	C/C++	115000	115000	РУТОЛЛ	Полный день	Полная занятость	От 1 года до 3 лет		
29441576	Программист С++ (в группу пространственной обработки сигналов)	https://hh.ru/vacancy/29441576	C/C++	80000	161000	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет	ЦОС, C++, MATLAB, Linux	
31548107	Ведущий инженер-программист (С++)	https://hh.ru/vacancy/31548107	C/C++	42000	80000	НИЦ Радиотехники	Полный день	Полная занятость	От 3 до 6 лет		
31285214	Программист C++	https://hh.ru/vacancy/31285214	C/C++	92000	92000	Механотроника РА	Полный день	Полная занятость	От 1 года до 3 лет		
31625180	С++ разработчик	https://hh.ru/vacancy/31625180	C/C++	126000	218000	HR-PROFI	Полный день	Полная занятость	От 3 до 6 лет		
31078620	Разработчик С++ (NGN)	https://hh.ru/vacancy/31078620	C/C++	57000	57000	Протей, НТЦ	Гибкий график	Полная занятость	От 1 года до 3 лет	C++, ООП, Разработка ПО, Рефакторинг кода, Git, SVN, Linux	
28900324	Инженер-программист С++ 3D визуализация	https://hh.ru/vacancy/28900324	C/C++	180000	180000	Транзас	Полный день	Полная занятость	От 1 года до 3 лет	OpenGL, Vulcan, DirectX12, DirectX11, STL, C++, 3D, Visualisation	
31296661	Инженер-программист C++ 1 категории	https://hh.ru/vacancy/31296661	C/C++	100000	100000	Группа промышленных компаний “Корпорация ТИРА”	Полный день	Полная занятость	От 3 до 6 лет	Qt/C++, MySQL, Linux	
30698934	Инженер-программист С++ (береговые системы)	https://hh.ru/vacancy/30698934	C/C++	140000	140000	Транзас	Гибкий график	Полная занятость	От 3 до 6 лет	C++, Git, Linux, Atlassian Jira, GUI	
29785451	Ведущий инженер-программист (C/C++)	https://hh.ru/vacancy/29785451	C/C++	92000	115000	Специальный Технологический Центр	Полный день	Полная занятость	От 3 до 6 лет	C/C++, FPGA	
29440671	Программист С++ (DSP)	https://hh.ru/vacancy/29440671	C/C++	80000	161000	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет	DSP, ЦОС, C++, Git, Bash	
28837191	С++ Developer	https://hh.ru/vacancy/28837191	C/C++	161000	161000	Риал Тайм Технологии	Полный день	Полная занятость	От 3 до 6 лет	C++, Linux, Python	
31560600	Программист С++	https://hh.ru/vacancy/31560600	C/C++	80000	120000	Новел СПб	Полный день	Полная занятость	От 3 до 6 лет	C/C++, SQL, Windows API, STL, TCP/IP	
23228664	Программист-Разработчик С/С++ для встраиваемых систем	https://hh.ru/vacancy/23228664	C/C++	115000	115000	Специальный Технологический Центр	Полный день	Полная занятость	От 3 до 6 лет		
30915913	Senior C++ Developer	https://hh.ru/vacancy/30915913	C/C++	207000	207000	Риал Тайм Технологии	Полный день	Полная занятость	От 3 до 6 лет	C++, Linux, Python, Git, Docker	
29442133	Программист С++	https://hh.ru/vacancy/29442133	C/C++	80000	161000	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет	DSP, ЦОС, STL	
29441784	Программист С++ / Системный программист	https://hh.ru/vacancy/29441784	C/C++	80000	161000	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет		
30965536	Программист С++	https://hh.ru/vacancy/30965536	C/C++	115000	115000	Специальный Технологический Центр	Полный день	Полная занятость	От 3 до 6 лет		
31420176	C++ developer in Berlin	https://hh.ru/vacancy/31420176	C/C++	450000	720000	think-cell	Полный день	Полная занятость	От 1 года до 3 лет	C/C++	
31229764	Senior C++ developer (ReSharperC++/Rider C++)	https://hh.ru/vacancy/31229764	C/C++	230000	230000	JetBrains	Полный день	Полная занятость	От 3 до 6 лет	C++, C#, Java, CLI, Rider, ReSharper, unreal engine	
29151386	Инженер-программист С/С++	https://hh.ru/vacancy/29151386	C/C++	69000	126000	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет		
27374188	Senior C++ Developer	https://hh.ru/vacancy/27374188	C/C++	230000	230000	JetBrains	Гибкий график	Полная занятость	От 3 до 6 лет		
29464603	C++ Windows Developer (Toolbox App)	https://hh.ru/vacancy/29464603	C/C++	207000	207000	JetBrains	Полный день	Полная занятость	От 3 до 6 лет		
31280066	Ведущий разработчик-программист С++ (С/С++)	https://hh.ru/vacancy/31280066	C/C++	86000	155000	АКУТА	Полный день	Полная занятость	От 1 года до 3 лет	Linux, C++	
31329517	Программист С++/Драйверист	https://hh.ru/vacancy/31329517	C/C++	115000	172000	Searchinform	Гибкий график	Полная занятость	От 3 до 6 лет		
31664325	Программист С++	https://hh.ru/vacancy/31664325	C/C++	92000	149000	Searchinform	Полный день	Полная занятость	Более 6 лет		
31688095	Программист C/С++	https://hh.ru/vacancy/31688095	C/C++	40000	110000	Межгосударственная Акционерная Корпорация Вымпел	Полный день	Полная занятость	От 1 года до 3 лет	Qt, прикладная математика и физика	
31750140	Инженер-программист С++ (Беспилотное направление)	https://hh.ru/vacancy/31750140	C/C++	0	0	Группа «Кронштадт»	Гибкий график	Полная занятость	От 3 до 6 лет	C++, Qt, STL, Boost, Windows, Linux, CMake, Git	
31004036	Ведущий инженер-программист С++ (Проект безэкипажных судов)	https://hh.ru/vacancy/31004036	C/C++	0	0	Группа «Кронштадт»	Полный день	Полная занятость	От 3 до 6 лет		
31723071	Программист С++/Qt	https://hh.ru/vacancy/31723071	C/C++	0	0	БиАйЭй-Технолоджиз	Полный день	Полная занятость	От 1 года до 3 лет		
31300888	Системный программист (C/С++/контроллеры IoT)	https://hh.ru/vacancy/31300888	C/C++	0	0	Каури	Гибкий график	Полная занятость	От 1 года до 3 лет	Unix, C/C++, Linux, Python, системное программирование, контроллеры IoT	
31691033	Разработчик C/C++ (ARM NEON)	https://hh.ru/vacancy/31691033	C/C++	0	0	iVariant	Гибкий график	Полная занятость	От 3 до 6 лет	C/C++, ARM	
28847230	С++/ Qt Developer/ программист - разработчик	https://hh.ru/vacancy/28847230	C/C++	0	0	Ready for Sky	Гибкий график	Полная занятость	От 1 года до 3 лет	C++, Qt, QML, Git, Qt5	
31443335	Инженер-программист C/C++ linux	https://hh.ru/vacancy/31443335	C/C++	0	0	Имаклик	Полный день	Полная занятость	От 3 до 6 лет	C/C++, Git, Linux, U-Boot, Android	
31247759	Программист C++/Qt	https://hh.ru/vacancy/31247759	C/C++	0	0	ЦНИИ РТК	Полный день	Полная занятость	От 3 до 6 лет	Qt, Linux, C++	
29404704	Ведущий программист C/C++	https://hh.ru/vacancy/29404704	C/C++	0	0	ИСТ	Полный день	Полная занятость	Более 6 лет	VoIP, C/C++, TCP/IP, Linux, SIP, SDP, RTR	
29479616	Программист C++ (R&D)	https://hh.ru/vacancy/29479616	C/C++	0	0	ЦРТ | Группа компаний	Полный день	Полная занятость	От 1 года до 3 лет	C++, Python	
29404711	Программист C/C++	https://hh.ru/vacancy/29404711	C/C++	0	0	ИСТ	Полный день	Полная занятость	От 1 года до 3 лет	C/C++, TCP/IP, VoIP, Git	
31019577	Ведущий программист (С++) / Заместитель начальника лаборатории	https://hh.ru/vacancy/31019577	C/C++	0	0	Радар ММС	Полный день	Полная занятость	От 3 до 6 лет		
31143807	Senior Developer C/C++ (System Engineer)	https://hh.ru/vacancy/31143807	C/C++	0	0	Новые Облачные Технологии	Полный день	Полная занятость	От 3 до 6 лет	C/C++, Linux, C++, FreeBSD, Qt, GNU Debugger, OpenGL	
31758257	С++ Developer (Core Tech)	https://hh.ru/vacancy/31758257	C/C++	0	0	Лаборатория Касперского	Полный день	Полная занятость	От 3 до 6 лет	C++, Win32 Api	
30446278	Разработчик C++	https://hh.ru/vacancy/30446278	C/C++	0	0	Яндекс	Полный день	Полная занятость	От 1 года до 3 лет	C++, Linux	
28160062	Senior C++ Developer ( с переездом в Прагу )	https://hh.ru/vacancy/28160062	C/C++	0	0	Veeam Software	Гибкий график	Полная занятость	От 3 до 6 лет	C++, Qt, ООП, Linux	
30843745	Ведущий программист C/C++	https://hh.ru/vacancy/30843745	C/C++	0	0	Российская электроника	Полный день	Полная занятость	Более 6 лет	C/C++, SQL, C++, Linux	
29476168	Middle System Developer (C/C++)	https://hh.ru/vacancy/29476168	C/C++	0	0	Sperasoft	Полный день	Полная занятость	От 1 года до 3 лет	C/C++, Linux, Python	
26388688	Программист С++	https://hh.ru/vacancy/26388688	C/C++	0	0	Яндекс	Полный день	Полная занятость	От 1 года до 3 лет	C++	
31281164	С++ developer ( релокация в Прагу)	https://hh.ru/vacancy/31281164	C/C++	0	0	Veeam Software	Полный день	Полная занятость	От 1 года до 3 лет		
31682307	Ведущий программист С++	https://hh.ru/vacancy/31682307	C/C++	0	0	АБ Технолоджи	Гибкий график	Полная занятость	От 3 до 6 лет	C++, Linux, Git, Atlassian Jira	
30530535	Инженер-программист С/С++	https://hh.ru/vacancy/30530535	C/C++	0	0	Консорциум Кодекс	Полный день	Полная занятость	От 1 года до 3 лет	С++ 11, C/C++, ATL, .NET, ОС Windows, C#, СОМ	
30721233	Разработчик С++ (звуковых технологий)	https://hh.ru/vacancy/30721233	C/C++	0	0	МТС	Полный день	Полная занятость	От 3 до 6 лет		
31550189	Программист С++	https://hh.ru/vacancy/31550189	C/C++	0	0	АЛЛЕС	Полный день	Полная занятость	От 3 до 6 лет	C++, Linux, GCC/Clang, Git, STL, ARM, VPN, GPIO, Qt	
31648333	Ведущий/Старший разработчик C++	https://hh.ru/vacancy/31648333	C/C++	0	0	Лаборатория Цифрового Зрения	Полный день	Полная занятость	От 3 до 6 лет	Linux, Git, GitLab, Computer Visio, Machine Learning	
19246504	Программист С++ (игровой движок)	https://hh.ru/vacancy/19246504	C/C++	0	0	Saber Interactive	Гибкий график	Полная занятость	От 3 до 6 лет		
31564085	С/С++ Разработчик	https://hh.ru/vacancy/31564085	C/C++	0	0	Эксперимент Икс	Полный день	Полная занятость	От 3 до 6 лет	STM32, C, C++, C/C++	
31725610	C++ Software Developer	https://hh.ru/vacancy/31725610	C/C++	0	0	Релатум	Гибкий график	Полная занятость	От 1 года до 3 лет		
31725419	С++ разработчик	https://hh.ru/vacancy/31725419	C/C++	0	0	Фотострана	Полный день	Полная занятость	От 1 года до 3 лет		
31714457	Senior C++ developer (Linux)	https://hh.ru/vacancy/31714457	C/C++	0	0	Новые Облачные Технологии	Полный день	Полная занятость	От 3 до 6 лет	C++, Linux, Qt, UI, CMake	
30944419	Senior Software Engineer (C++)	https://hh.ru/vacancy/30944419	C/C++	0	0	Itiviti (Айтивити)	Полный день	Полная занятость	От 3 до 6 лет	C++, Unix, Multithread Programming	
31711139	C++ Developer	https://hh.ru/vacancy/31711139	C/C++	0	0	ТРА РОБОТИКС	Полный день	Полная занятость	От 3 до 6 лет	C++, Linux, Python	
31135749	C/C++ Developer	https://hh.ru/vacancy/31135749	C/C++	0	0	Paragon Software	Полный день	Полная занятость	От 1 года до 3 лет	C/C++, СMake	
31199427	Инженер - программист C++	https://hh.ru/vacancy/31199427	C/C++	0	0	Авиасистемы	Полный день	Полная занятость	От 3 до 6 лет	Linux, Git, Qt, OpenGL, C++	
31408198	Системный разработчик C++	https://hh.ru/vacancy/31408198	C/C++	0	0	Протей, НТЦ	Гибкий график	Полная занятость	От 1 года до 3 лет	C/C++, Linux	
28450364	Программист С++	https://hh.ru/vacancy/28450364	C/C++	0	0	СтарЛайн, Научно-производственное объединение	Полный день	Полная занятость	От 3 до 6 лет		
28163358	Senior C++ developer (Media Services)	https://hh.ru/vacancy/28163358	C/C++	0	0	DINO Systems	Полный день	Полная занятость	Более 6 лет	Linux, C++, C/C++	
28220188	Программист C/С++	https://hh.ru/vacancy/28220188	C/C++	0	0	НеоБИТ	Полный день	Полная занятость	От 1 года до 3 лет	С/С++, shell Linux, reverse, реверс, Разработка ПО	
31610816	Программист С++	https://hh.ru/vacancy/31610816	C/C++	0	0	Газстройпром	Полный день	Полная занятость	От 3 до 6 лет		
31207223	Senior C++ developer (Telco)	https://hh.ru/vacancy/31207223	C/C++	0	0	DINO Systems	Полный день	Полная занятость	От 3 до 6 лет	C++, Python, VoIP, TCP/IP, C/C++	
31699949	Старший программист C++	https://hh.ru/vacancy/31699949	C/C++	0	0	Open Design Alliance	Полный день	Полная занятость	Более 6 лет		
29404718	Программист С++ (Маршрутизаторы)	https://hh.ru/vacancy/29404718	C/C++	0	0	ИСТ	Полный день	Полная занятость	От 3 до 6 лет	IP-маршрутизаторы, C/C++, Linux, RTOS, TCP/IP, PowerPC, jira	
29479760	Программист С++	https://hh.ru/vacancy/29479760	C/C++	0	0	Русские базовые информационные технологии, Научно-производственное объединение	Полный день	Полная занятость	От 3 до 6 лет	Linux, C++, Qt, ООП, STL	
31649049	С/С++ разработчик	https://hh.ru/vacancy/31649049	C/C++	0	0	LG Electronics Inc.	Полный день	Полная занятость	От 3 до 6 лет	C/C++, Linux, Chromium, Blink, Embedded, Embedded development, Английский язык	
31334057	Senior C/C++ software developer	https://hh.ru/vacancy/31334057	C/C++	0	0	Luxoft	Полный день	Полная занятость	От 3 до 6 лет		
30869411	Middle/Senior C++ Developer	https://hh.ru/vacancy/30869411	C/C++	0	0	Nexign (АО «Петер-Сервис»)	Гибкий график	Полная занятость	От 3 до 6 лет	C++, STL, TCP/IP, Linux, Lua, SQL, ORACLE	
31591317	Data scientist	https://hh.ru/vacancy/31591317	Data scientist	195000	195000	Staff-UP Consulting Group	Гибкий график	Полная занятость	От 1 года до 3 лет		
31110828	Senior Machine Learning Engineer	https://hh.ru/vacancy/31110828	Data scientist	193000	289000	Giant	Полный день	Полная занятость	От 3 до 6 лет	computer vision, deep learning, reinforcement learning	
29523761	Senior Data Scientist	https://hh.ru/vacancy/29523761	Data scientist	180000	180000	JetBrains	Полный день	Полная занятость	От 3 до 6 лет	Big Data, Python, SCALA, Data Analysis	
31499507	Data Scientist/ML engineer	https://hh.ru/vacancy/31499507	Data scientist	100000	100000	Университет ИТМО	Полный день	Полная занятость	От 1 года до 3 лет		
31140976	Data scientist	https://hh.ru/vacancy/31140976	Data scientist	115000	115000	Devim	Полный день	Полная занятость	От 3 до 6 лет		
30975631	Data Scientist	https://hh.ru/vacancy/30975631	Data scientist	138000	138000	Специальный Технологический Центр	Полный день	Полная занятость	От 3 до 6 лет		
31264114	Machine Learning Engineer	https://hh.ru/vacancy/31264114	Data scientist	150000	250000	Имиджайз Девелопмент Групп	Полный день	Полная занятость	От 3 до 6 лет		
31661859	Data Science specialist	https://hh.ru/vacancy/31661859	Data scientist	287000	287000	Game of whales Ltd	Гибкий график	Полная занятость	От 3 до 6 лет		
31567666	Data Engineer	https://hh.ru/vacancy/31567666	Data scientist	290000	290000	Volka Entertainment Limited	Полный день	Полная занятость	От 3 до 6 лет		
30975541	Big Data инженер	https://hh.ru/vacancy/30975541	Data scientist	103000	103000	Специальный Технологический Центр	Гибкий график	Полная занятость	От 1 года до 3 лет		
30270038	Senior Data Scientist/ Team Lead (emotion detection)	https://hh.ru/vacancy/30270038	Data scientist	0	0	ЦРТ | Группа компаний	Полный день	Полная занятость	Более 6 лет	Python, Machine Learning, Deep Learning, Pytorch, TensorFlow, Keras, neural networks	
31758693	Data Scientist	https://hh.ru/vacancy/31758693	Data scientist	120000	150000	Art Mind Technologies	Полный день	Полная занятость	От 3 до 6 лет		
31415657	Machine Learning Engineer	https://hh.ru/vacancy/31415657	Data scientist	0	0	BrainGarden	Полный день	Полная занятость	От 3 до 6 лет	Machine Learning, Deep Learning, Neural Networks, Pytorch, Tensorflow, Python, Computer Vision, Mathematical Analysis	
29639855	Data Scientist (emotion detection)	https://hh.ru/vacancy/29639855	Data scientist	0	0	ЦРТ | Группа компаний	Полный день	Полная занятость	От 3 до 6 лет	Python, Machine Learning, Deep Learning, Pytorch, TensorFlow, Keras, neural networks	
31700114	Machine Learning/Data Scientist Engineer	https://hh.ru/vacancy/31700114	Data scientist	0	0	Sidenis	Полный день	Полная занятость	От 1 года до 3 лет	Python, Data Analysis, Data Mining, Deep Learning, Machine Learning	
31480532	Data Engineer/Data Scientist	https://hh.ru/vacancy/31480532	Data scientist	0	0	Akvelon	Удаленная работа	Полная занятость	От 3 до 6 лет	Machine Learning, Python, Hadoop, Data Pipelines, Spark	
31755778	Data Scientist	https://hh.ru/vacancy/31755778	Data scientist	0	0	Genesys	Полный день	Полная занятость	От 1 года до 3 лет	Python, MS SQL, PostgreSQL	
26824987	Senior Data scientist (speech recognition)	https://hh.ru/vacancy/26824987	Data scientist	0	0	ЦРТ | Группа компаний	Полный день	Полная занятость	От 3 до 6 лет	machine learning, deep learning, Caffe, Tensorflow, Python, Нейронные сети, Распознавание речи	
29958042	Financial Data Scientist	https://hh.ru/vacancy/29958042	Data scientist	0	0	WorldQuant	Полный день	Полная занятость	От 1 года до 3 лет	C++, Python, Git	
31581662	Data scientist	https://hh.ru/vacancy/31581662	Data scientist	0	0	Okko	Полный день	Полная занятость	От 1 года до 3 лет	Python, kotlin, TensorFlow, PyTorch, Theano, Mxnet, Torch, Chainer, Java, SCALA, Haskell, реализация ml-pipeline	
28481921	Data Scientist (speech synthesis)	https://hh.ru/vacancy/28481921	Data scientist	0	0	ЦРТ | Группа компаний	Полный день	Полная занятость	От 1 года до 3 лет	Синтез речи, Deep Learning, Data Science, Machine Learning, Python, C++, TensorFlow, Theano, нейронный сети, synthesis, speech synthesis	
30963553	Data Scientist / NLP Engineer	https://hh.ru/vacancy/30963553	Data scientist	0	0	WorldQuant	Полный день	Полная занятость	От 3 до 6 лет	Data Analysis, Data Mining, Software Development, Information Technology, Information retrieval, Natural language processing	
31751968	Data Scientist	https://hh.ru/vacancy/31751968	Data scientist	0	0	Antal Russia	Полный день	Полная занятость	От 3 до 6 лет		
30331894	Data Scientist (event detection)	https://hh.ru/vacancy/30331894	Data scientist	0	0	ЦРТ | Группа компаний	Полный день	Полная занятость	От 1 года до 3 лет	C++, Математическое моделирование, Математическая статистика, Математический анализ, Python, нейронные сети, Machine learning, Цифровая обработка сигнала	
31381678	Data Scientist	https://hh.ru/vacancy/31381678	Data scientist	0	0	Консорциум Кодекс	Полный день	Полная занятость	От 1 года до 3 лет		
31701083	Middle/ Senior Data Scientist (NLP)	https://hh.ru/vacancy/31701083	Data scientist	0	0	ЦРТ | Группа компаний	Полный день	Полная занятость	От 3 до 6 лет	NLP, natural language processing, machine learning, Python, neural networks, data science, Анализ данных, Статистический анализ	
31581584	Data Scientist в проект CRM	https://hh.ru/vacancy/31581584	Data scientist	0	0	Okko	Полный день	Полная занятость	От 3 до 6 лет	Python, Churn Prediction, Splunk, Запуск A/B тестов, Создание моделей	
29959097	Machine learning developer (Blockchain)	https://hh.ru/vacancy/29959097	Data scientist	0	0	T-Systems RUS	Полный день	Полная занятость	От 1 года до 3 лет	golang, go, blockchain, SQL, NoSQL, machine learning	
26184521	Data scientist	https://hh.ru/vacancy/26184521	Data scientist	0	0	КОМПЛИТ	Полный день	Полная занятость	От 1 года до 3 лет	Python, R, SQL, ETL	
28739717	Machine Learning Engineer	https://hh.ru/vacancy/28739717	Data scientist	0	0	ВКонтакте	Полный день	Полная занятость	От 1 года до 3 лет		
30676984	Data Scientist	https://hh.ru/vacancy/30676984	Data scientist	0	0	EPAM Systems, Inc.	Полный день	Полная занятость	От 1 года до 3 лет	machine learning, Машинное обучение, NLP, Python, pandas, R, PySpark	
31387492	Software Engineer - KTM Machine Learning	https://hh.ru/vacancy/31387492	Data scientist	0	0	Кофакс	Гибкий график	Полная занятость	От 3 до 6 лет	Machine Learning, C++, .NET Framework, Английский язык, RESTful	
27085737	Data Analyst/Data Scientist Q-Portal	https://hh.ru/vacancy/27085737	Data scientist	0	0	ГЕТ бизнес консалтинг	Полный день	Полная занятость	От 3 до 6 лет	Big Data, Data Analysis, Statistics, SQL, Customer orientation	
31387623	Senior Quality Assurance Engineer - KTM Machine Learning	https://hh.ru/vacancy/31387623	Тестировщик	0	0	Кофакс	Гибкий график	Полная занятость	От 3 до 6 лет	Machine Learning, Test automation, Test case, Английский язык	
31387195	Project Lead Engineer - KTM Machine Learning	https://hh.ru/vacancy/31387195	Data scientist	0	0	Кофакс	Гибкий график	Полная занятость	Более 6 лет	Machine Learning, C++, .NET Framework, Английский язык, RESTful	
31458882	Chief Data Scientist	https://hh.ru/vacancy/31458882	Data scientist	0	0	AI Factory	Полный день	Полная занятость	От 3 до 6 лет	Machine learning, Computer vision, Deep Learning	
31607024	Data Scientist	https://hh.ru/vacancy/31607024	Data scientist	0	0	Grid Dynamics	Полный день	Полная занятость	От 3 до 6 лет		
31239165	Data Scientist	https://hh.ru/vacancy/31239165	Data scientist	0	0	Сбербанк	Полный день	Полная занятость	Нет опыта		
30021906	Lead Product Manager (Machine Learning)	https://hh.ru/vacancy/30021906	Data scientist	0	0	Wrike	Полный день	Полная занятость	От 3 до 6 лет	machine learning, Product Management, Управление продуктом	
30262599	Data Engineering Team Lead	https://hh.ru/vacancy/30262599	Data scientist	0	0	Wrike	Полный день	Полная занятость	От 3 до 6 лет	SQL, Python, ETL	
29771217	Lead Data Scientist	https://hh.ru/vacancy/29771217	Data scientist	0	0	EPAM Systems, Inc.	Полный день	Полная занятость	Более 6 лет	Data Analysis, Data Mining, Analytical skills, Python, Анализ данных	
30995775	AI Data Scientist	https://hh.ru/vacancy/30995775	Data scientist	0	0	DINO Systems	Полный день	Полная занятость	Нет опыта		
31510752	Data scientist	https://hh.ru/vacancy/31510752	Data scientist	0	0	Газпром нефть	Полный день	Полная занятость	От 1 года до 3 лет		
30999559	Data scientist	https://hh.ru/vacancy/30999559	Data scientist	0	0	the_covert	Гибкий график	Полная занятость	От 1 года до 3 лет	Python, Математическая статистика, Data Analysis, Временные ряды	
31363775	Software Intern for Machine Learning	https://hh.ru/vacancy/31363775	Data scientist	0	0	Synopsys	Гибкий график	Стажировка	Нет опыта	Machine Learning, DSP architecture, Python, C/C++, Neural Networks	
31310418	Data scientist	https://hh.ru/vacancy/31310418	Data scientist	0	0	the_covert	Полный день	Полная занятость	От 1 года до 3 лет	Python, Математическая статистика, Data Analysis	
28194845	Data scientist	https://hh.ru/vacancy/28194845	Data scientist	0	0	БиАйЭй-Технолоджиз	Полный день	Полная занятость	От 3 до 6 лет		
24008405	Разработчик Machine Learning	https://hh.ru/vacancy/24008405	Data scientist	0	0	ВКонтакте	Полный день	Полная занятость	От 1 года до 3 лет		
29726986	Senior Data Scientist [id10519]	https://hh.ru/vacancy/29726986	Data scientist	0	0	Газпром нефть	Полный день	Полная занятость	От 1 года до 3 лет		
30965591	Data scientist	https://hh.ru/vacancy/30965591	Data scientist	0	0	Специальный Технологический Центр	Полный день	Полная занятость	От 1 года до 3 лет		
31378442	Machine Learning Engineer	https://hh.ru/vacancy/31378442	Data scientist	0	0	FutureComes	Полный день	Полная занятость	От 1 года до 3 лет		
30433478	Middle/Senior Data scientist	https://hh.ru/vacancy/30433478	Data scientist	0	0	Segmento	Полный день	Полная занятость	От 1 года до 3 лет		
30843634	R&D Engineer / Leading Engineer (Data mining, Machine learning)	https://hh.ru/vacancy/30843634	Data scientist	0	0	Siemens	Полный день	Полная занятость	От 3 до 6 лет		
31362671	Machine Learning Intern (Saint Petersburg)	https://hh.ru/vacancy/31362671	Data scientist	0	0	SAP	Гибкий график	Стажировка	Нет опыта		
31412111	Junior Data Scientist	https://hh.ru/vacancy/31412111	Data scientist	0	0	Сбербанк	Полный день	Полная занятость	Нет опыта		
29707509	Junior Data Scientist [id10518]	https://hh.ru/vacancy/29707509	Data scientist	0	0	Газпром нефть	Полный день	Полная занятость	От 1 года до 3 лет		
31634487	Data engineer	https://hh.ru/vacancy/31634487	Data scientist	0	0	Банк Санкт-Петербург	Полный день	Полная занятость	От 1 года до 3 лет		
27085771	Consultant Big Data & Analytics	https://hh.ru/vacancy/27085771	Data scientist	0	0	ГЕТ бизнес консалтинг	Полный день	Полная занятость	От 3 до 6 лет	Big Data, Project management, Product Management, Communication skills, Customer orientation, Statistics, Analytical skills	
